10,10,10,10,10,10
12.935,14.887,0.21829,9.959,9.9845,6.3165
16.888,14.993,0.0012329,9.9846,9.966,2.4078
19.305,14.992,6.1368e-06,10.012,9.9475,0.053053
19.41,14.989,2.9556e-08,10.039,9.9289,0.010219
19.473,14.987,1.7736e-10,10.066,9.9104,0.010208
19.535,14.985,2.2382e-08,10.093,9.8919,0.010215
19.591,15.023,0.14769,10.119,9.8733,0.010204
19.507,15.895,0.36239,10.136,9.854,0.0096864
19.4,16.895,0.34163,10.152,9.8328,0.0090955
19.291,17.895,0.32199,10.17,9.8097,0.0085718
19.181,18.894,0.30454,10.19,9.7847,0.0081073
19.069,19.891,0.28893,10.211,9.7578,0.0076878
18.955,20.888,0.27488,10.235,9.729,0.0073136
18.839,21.884,0.26217,10.26,9.6983,0.0069753
18.722,22.875,0.23645,10.287,9.6657,0.0066682
18.731,23.102,0.00025603,10.326,9.6319,0.0065782
18.778,23.097,2.2789e-08,10.367,9.598,0.0065797
18.826,23.092,-4.1216e-07,10.409,9.5641,0.0065811
18.873,23.086,1.2218e-08,10.451,9.5302,0.006585
18.921,23.081,2.0105e-11,10.492,9.4963,0.0065859
18.968,23.076,2.7199e-14,10.534,9.4625,0.0065871
19.016,23.07,4.8159e-17,10.576,9.4287,0.0065952
19.063,23.065,3.7066e-20,10.617,9.3948,0.0065871
19.111,23.06,2.9426e-23,10.659,9.3611,0.0065893
19.158,23.054,3.8874e-26,10.7,9.3273,0.0065907
19.206,23.049,8.7496e-29,10.742,9.2935,0.0065937
19.253,23.044,2.8199e-31,10.783,9.2598,0.0065932
19.301,23.038,-8.0173e-25,10.825,9.2261,0.0065923
19.349,23.033,-4.6003e-18,10.866,9.1924,0.0065946
19.396,23.028,1.7946e-08,10.908,9.1587,0.0065999
19.435,23.075,0.1218,10.948,9.125,0.0065928
19.328,23.995,0.23752,10.978,9.0905,0.0063495
19.206,24.989,0.22804,11.009,9.054,0.0060937
19.083,25.981,0.21926,11.041,9.0157,0.005851
18.958,26.973,0.21115,11.076,8.9756,0.0056415
18.831,27.964,0.20364,11.112,8.9335,0.0054357
18.702,28.955,0.19665,11.15,8.8896,0.0052481
18.572,29.945,0.19015,11.189,8.8439,0.0050711
18.44,30.929,0.17141,11.231,8.7963,0.0049053
18.44,31.119,2.2303e-05,11.284,8.7474,0.0048671
18.473,31.109,1.1707e-07,11.34,8.6986,0.0048686
18.506,31.1,8.4452e-09,11.395,8.6498,0.004869
