10,10,10,10,10,10
12.934,14.887,0.21829,9.959,9.9845,6.292
16.883,14.993,0.001233,9.9846,9.966,2.3627
19.239,14.992,6.1411e-06,10.012,9.9475,0.043812
19.313,14.989,2.9618e-08,10.039,9.9289,0.0073391
19.35,14.987,1.0468e-11,10.066,9.9104,0.0073302
19.388,14.985,-7.743e-10,10.093,9.8919,0.0073353
19.425,14.983,0.0048679,10.12,9.8733,0.0073364
19.362,15.584,0.3507,10.139,9.8544,0.0070973
19.237,16.544,0.33613,10.156,9.8338,0.0066741
19.11,17.507,0.31717,10.173,9.8114,0.0063016
18.981,18.469,0.30027,10.193,9.7872,0.0059662
18.851,19.43,0.28512,10.214,9.7612,0.0056589
18.719,20.39,0.27147,10.237,9.7333,0.0053905
18.585,21.349,0.25911,10.262,9.7036,0.0051467
18.466,22.211,0.078876,10.29,9.6721,0.0049337
18.483,22.249,3.4705e-05,10.33,9.6398,0.0049169
18.507,22.244,-6.8979e-09,10.37,9.6075,0.004918
18.531,22.239,8.8484e-08,10.41,9.5752,0.0049182
18.555,22.234,1.6292e-09,10.45,9.543,0.0049214
18.579,22.229,1.6784e-12,10.49,9.5107,0.0049222
18.603,22.224,1.8804e-15,10.53,9.4785,0.0049226
18.627,22.219,1.6687e-18,10.57,9.4463,0.004922
18.651,22.214,1.4511e-21,10.61,9.4141,0.0049241
18.676,22.21,2.0087e-24,10.65,9.3819,0.0049254
18.7,22.205,2.732e-27,10.69,9.3497,0.0049253
18.724,22.2,2.1547e-30,10.73,9.3176,0.0049247
18.748,22.195,3.2934e-33,10.77,9.2854,0.0049279
18.772,22.19,2.8369e-26,10.81,9.2533,0.0049298
18.796,22.185,2.055e-18,10.85,9.2212,0.004932
18.82,22.18,-4.6711e-11,10.89,9.1892,0.0049305
18.844,22.176,0.0042741,10.93,9.1571,0.0049334
18.759,22.829,0.24056,10.962,9.1246,0.0048061
18.62,23.786,0.23153,10.991,9.0904,0.00461
18.481,24.743,0.22253,11.021,9.0544,0.0044297
18.339,25.699,0.21422,11.054,9.0166,0.004261
18.196,26.654,0.20653,11.088,8.977,0.0041074
18.05,27.609,0.19939,11.124,8.9356,0.003965
17.904,28.563,0.19275,11.162,8.8924,0.0038299
17.774,29.405,0.045297,11.202,8.8475,0.0037142
17.78,29.422,1.9481e-06,11.255,8.8018,0.0037092
17.791,29.414,-8.5126e-07,11.308,8.7561,0.0037102
17.802,29.405,1.4636e-09,11.361,8.7105,0.0037112
17.813,29.396,2.0764e-13,11.413,8.6649,0.0037139
17.824,29.388,1.871e-17,11.466,8.6193,0.0037131
17.835,29.379,1.5576e-21,11.519,8.5738,0.0037135
17.846,29.371,1.9067e-25,11.571,8.5283,0.003716
17.857,29.362,2.5933e-29,11.624,8.4828,0.0037178
17.868,29.353,2.4797e-33,11.676,8.4374,0.0037175
17.879,29.345,2.5949e-37,11.729,8.392,0.0037184
17.89,29.336,9.3653e-40,11.782,8.3466,0.0037205
17.901,29.328,1.6016e-33,11.834,8.3012,0.0037221
17.912,29.319,2.9437e-26,11.886,8.2559,0.0037225
17.923,29.31,2.1077e-18,11.939,8.2107,0.0037232
17.935,29.302,1.6702e-10,11.991,8.1654,0.0037245
17.945,29.294,0.0038358,12.044,8.1202,0.0037257
17.842,29.972,0.18317,12.087,8.0746,0.0036473
17.691,30.925,0.17767,12.129,8.0272,0.0035322
17.538,31.877,0.17242,12.172,7.9781,0.0034295
17.383,32.829,0.16748,12.217,7.9272,0.0033281
17.227,33.779,0.16283,12.263,7.8746,0.0032334
17.069,34.729,0.15844,12.312,7.8202,0.0031437
16.909,35.679,0.1543,12.362,7.764,0.0030582
16.768,36.505,0.029464,12.415,7.7061,0.0029865
16.763,36.509,2.0601e-07,12.479,7.6476,0.002985
16.761,36.496,2.3697e-07,12.544,7.5891,0.0029863
16.759,36.483,2.8608e-11,12.609,7.5306,0.0029877
16.757,36.469,2.3204e-16,12.674,7.4722,0.0029867
16.755,36.456,1.6907e-20,12.739,7.4139,0.0029908
16.753,36.443,2.5066e-25,12.804,7.3556,0.0029905
16.751,36.429,4.0969e-30,12.868,7.2974,0.0029909
16.75,36.416,4.7119e-35,12.933,7.2392,0.0029912
16.748,36.403,3.8745e-39,12.997,7.1811,0.0029951
16.746,36.39,7.6718e-44,13.062,7.1231,0.002995
16.744,36.376,8.3704e-40,13.126,7.0651,0.0029977
16.743,36.363,1.3846e-33,13.191,7.0072,0.0029948
16.741,36.35,2.6463e-26,13.255,6.9494,0.0029978
16.739,36.337,1.968e-18,13.319,6.8916,0.0029988
16.738,36.324,1.6503e-10,13.383,6.8339,0.0030024
16.736,36.312,0.0035181,13.447,6.7762,0.0030013
16.616,37.003,0.14869,13.503,6.7181,0.0029483
16.452,37.951,0.14508,13.556,6.6584,0.0028743
16.287,38.898,0.14164,13.611,6.5969,0.0028014
16.119,39.844,0.13837,13.667,6.5337,0.0027363
15.95,40.789,0.13527,13.725,6.4688,0.0026722
15.779,41.734,0.13231,13.785,6.4023,0.0026114
15.607,42.678,0.12949,13.846,6.334,0.0025529
15.455,43.491,0.021072,13.911,6.2641,0.0025039
15.438,43.486,-6.0375e-08,13.987,6.1936,0.0025037
15.423,43.467,1.6837e-09,14.063,6.1231,0.0025029
15.409,43.448,2.0319e-15,14.139,6.0528,0.0025054
15.394,43.429,2.5233e-21,14.215,5.9826,0.0025084
15.38,43.41,7.0994e-27,14.291,5.9125,0.0025082
15.366,43.391,1.1651e-32,14.367,5.8425,0.0025101
15.351,43.373,4.3132e-38,14.442,5.7726,0.0025089
15.337,43.354,7.296e-44,14.518,5.7028,0.002511
15.323,43.335,1.4905e-47,14.593,5.6332,0.0025146
15.308,43.316,1.2748e-44,14.669,5.5636,0.0025144
15.294,43.298,7.6642e-40,14.744,5.4942,0.0025131
15.28,43.279,1.3734e-33,14.819,5.4249,0.0025153
15.266,43.26,2.5999e-26,14.894,5.3557,0.0025188
