10,10,10,10,10
9.1837,14.865,0.24447,9.9592,9.9801
9.1374,14.983,0.001907,9.9847,9.9571
9.1106,14.982,1.456e-05,10.012,9.9341
9.0839,14.98,1.8024e-07,10.039,9.911
9.0572,14.978,-2.1304e-07,10.066,9.888
9.0305,14.975,2.2769e-07,10.093,9.865
9.0038,14.973,5.8561e-06,10.12,9.842
8.9157,15.348,0.36903,10.142,9.8188
8.733,16.297,0.37743,10.158,9.7942
8.5463,17.261,0.35701,10.175,9.7678
8.3581,18.224,0.33889,10.195,9.7396
8.1683,19.185,0.32269,10.215,9.7095
7.977,20.145,0.30809,10.238,9.6776
7.7842,21.105,0.29497,10.262,9.6439
7.6329,21.799,0.02284,10.292,9.6084
7.5926,21.805,2.35e-05,10.331,9.5725
7.5543,21.801,1.3202e-08,10.371,9.5365
7.5159,21.796,3.8904e-07,10.41,9.5006
7.4776,21.791,-8.4995e-08,10.449,9.4647
7.4392,21.786,3.1394e-07,10.488,9.4288
7.4009,21.782,3.3923e-08,10.528,9.3929
7.3627,21.777,-4.1078e-07,10.567,9.3571
7.3244,21.772,-8.5373e-08,10.606,9.3213
7.2862,21.767,-1.1105e-07,10.645,9.2854
7.248,21.763,-6.9747e-07,10.684,9.2496
7.2098,21.758,-1.9665e-07,10.724,9.2138
7.1717,21.753,-1.2467e-08,10.763,9.1781
7.1335,21.748,-8.0458e-07,10.802,9.1423
7.0954,21.744,3.7766e-08,10.841,9.1066
7.0574,21.739,1.2213e-07,10.88,9.0709
7.0193,21.734,5.4581e-06,10.919,9.0352
6.9126,22.152,0.27809,10.953,8.9993
6.7176,23.106,0.27643,10.981,8.9619
6.5204,24.063,0.26682,11.01,8.9228
6.3217,25.019,0.25802,11.042,8.8818
6.1216,25.975,0.25025,11.074,8.839
5.92,26.93,0.24303,11.109,8.7945
5.717,27.884,0.23643,11.145,8.7481
5.5592,28.55,0.011014,11.187,8.7
5.5094,28.548,2.368e-06,11.238,8.6516
5.4605,28.54,-1.4294e-07,11.29,8.6031
5.4117,28.532,3.9225e-07,11.341,8.5547
5.3629,28.523,-2.4254e-07,11.392,8.5063
5.3142,28.515,2.5251e-07,11.443,8.4579
5.2656,28.507,-2.6548e-07,11.494,8.4096
5.217,28.499,1.3322e-07,11.545,8.3613
