10,10,10,10,10
9.1837,14.865,0.24447,9.9592,9.9786
9.1374,14.983,0.001907,9.9847,9.9541
9.1106,14.982,1.456e-05,10.012,9.9296
9.0839,14.98,1.8024e-07,10.039,9.905
9.0572,14.978,-2.1304e-07,10.066,9.8805
9.0305,14.975,2.2769e-07,10.093,9.856
9.0038,14.973,5.8561e-06,10.12,9.8315
8.9157,15.348,0.36903,10.142,9.8068
8.733,16.297,0.37743,10.158,9.7807
8.5463,17.261,0.35701,10.175,9.7528
8.3581,18.224,0.33889,10.195,9.7231
8.1683,19.185,0.32269,10.215,9.6915
7.977,20.145,0.30809,10.238,9.6581
7.7842,21.105,0.29497,10.262,9.6229
7.6329,21.799,0.02284,10.292,9.5859
7.5926,21.805,2.35e-05,10.331,9.5485
7.5543,21.801,1.3192e-08,10.37,9.5111
7.5159,21.796,3.8897e-07,10.41,9.4736
7.4776,21.791,-8.5022e-08,10.449,9.4363
7.4392,21.786,3.1382e-07,10.488,9.3989
7.4009,21.782,3.3868e-08,10.528,9.3615
7.3627,21.777,-4.108e-07,10.567,9.3242
7.3244,21.772,-8.5499e-08,10.606,9.2868
7.2862,21.767,-1.1105e-07,10.645,9.2495
7.248,21.763,-6.9744e-07,10.684,9.2122
7.2098,21.758,-1.9667e-07,10.724,9.175
7.1717,21.753,-1.2447e-08,10.763,9.1377
7.1335,21.748,-8.0447e-07,10.802,9.1005
7.0954,21.744,3.7799e-08,10.841,9.0632
7.0574,21.739,1.2216e-07,10.88,9.026
7.0193,21.734,5.458e-06,10.919,8.9888
6.9126,22.152,0.27809,10.953,8.9515
6.7176,23.106,0.27643,10.981,8.9126
6.5204,24.063,0.26682,11.01,8.872
6.3217,25.019,0.25802,11.041,8.8295
6.1216,25.975,0.25025,11.074,8.7852
5.92,26.93,0.24303,11.109,8.7392
5.717,27.884,0.23643,11.145,8.6914
5.5592,28.55,0.011014,11.187,8.6418
5.5094,28.548,2.368e-06,11.238,8.5919
5.4605,28.54,-1.4273e-07,11.289,8.5419
5.4117,28.532,3.9235e-07,11.34,8.492
5.3629,28.523,-2.4231e-07,11.392,8.4421
5.3142,28.515,2.5242e-07,11.443,8.3923
5.2656,28.507,-2.6517e-07,11.494,8.3425
5.217,28.499,1.3298e-07,11.545,8.2927
5.1684,28.491,-3.2878e-07,11.596,8.243
5.12,28.483,9.4731e-08,11.646,8.1933
5.0715,28.475,-4.2406e-07,11.697,8.1436
5.0232,28.467,1.3674e-07,11.748,8.094
