1,-0.3509,-0.11536,1.4125,2.4349,1.7733,0.2411,-0.35094,0.63291,1.8997,1.8519,1
1,-0.34214,-0.10632,1.4082,2.415,1.7583,0.26301,-0.28694,0.66615,1.6971,1.1597,1
1,-0.33117,-0.094689,1.4025,2.3872,1.7361,0.29861,-0.16734,0.74426,1.1036,0.28357,1
1,-0.31705,-0.079174,1.3945,2.3459,1.6998,0.36554,0.11658,0.97232,0.39023,-0.038619,1
1,-0.29818,-0.057462,1.3826,2.2783,1.6312,0.52603,0.94154,1.2325,0.13201,-0.16631,1
1,-0.27173,-0.024987,1.363,2.1496,1.4651,0.98935,1.8345,1.3254,0.028605,-0.23205,1
1,-0.23205,0.028605,1.3254,1.8345,0.98935,1.4651,2.1496,1.363,-0.024987,-0.27173,1
1,-0.16631,0.13201,1.2325,0.94154,0.52603,1.6312,2.2783,1.3826,-0.057462,-0.29818,1
1,-0.038619,0.39023,0.97232,0.11658,0.36554,1.6998,2.3459,1.3945,-0.079174,-0.31705,1
1,0.28357,1.1036,0.74426,-0.16734,0.29861,1.7361,2.3872,1.4025,-0.094689,-0.33117,1
1,1.1597,1.6971,0.66615,-0.28694,0.26301,1.7583,2.415,1.4082,-0.10632,-0.34214,1
1,1.8519,1.8997,0.63291,-0.35094,0.2411,1.7733,2.4349,1.4125,-0.11536,-0.3509,1
