10,10,10,10,10
9.1837,14.865,0.24447,9.9592,9.9846
9.1374,14.983,0.001907,9.9847,9.9661
9.1106,14.982,1.456e-05,10.012,9.9476
9.0839,14.98,1.8024e-07,10.039,9.929
9.0572,14.978,-2.1304e-07,10.066,9.9105
9.0305,14.975,2.2769e-07,10.093,9.892
9.0038,14.973,1.9797e-07,10.12,9.8735
8.9696,15.017,0.050438,10.146,9.855
8.9214,15.146,0.054875,10.172,9.8363
8.8726,15.278,0.05449,10.198,9.8173
8.8236,15.409,0.054093,10.224,9.7981
8.7743,15.541,0.053645,10.25,9.7787
8.7248,15.673,0.053252,10.276,9.759
8.6751,15.804,0.052791,10.303,9.739
8.6315,15.897,0.0054905,10.33,9.7189
8.6028,15.897,3.2504e-05,10.359,9.6986
8.5746,15.894,1.3819e-07,10.387,9.6784
8.5463,15.892,-1.7991e-07,10.416,9.6582
8.5181,15.889,-1.6042e-07,10.445,9.638
8.4899,15.887,-2.2657e-08,10.473,9.6178
8.4618,15.884,-2.7673e-07,10.502,9.5976
8.4336,15.882,2.3903e-07,10.531,9.5774
8.4054,15.879,1.2486e-07,10.559,9.5572
8.3773,15.877,-3.5092e-07,10.588,9.537
8.3491,15.874,1.3352e-07,10.617,9.5168
8.321,15.871,-1.1785e-07,10.645,9.4967
8.2929,15.869,2.2015e-07,10.674,9.4765
8.2647,15.866,-5.9707e-07,10.702,9.4564
8.2366,15.864,5.5234e-07,10.731,9.4363
8.2086,15.861,-1.1407e-07,10.76,9.4161
8.1805,15.859,2.702e-07,10.788,9.396
8.1448,15.903,0.049012,10.816,9.3759
8.095,16.033,0.052909,10.843,9.3556
8.0447,16.165,0.052559,10.87,9.335
7.9941,16.297,0.052205,10.898,9.3142
7.9434,16.429,0.051812,10.925,9.2931
7.8924,16.561,0.051499,10.953,9.2718
7.8412,16.693,0.051101,10.981,9.2503
7.7963,16.785,0.0048516,11.01,9.2285
7.7663,16.785,2.356e-05,11.041,9.2066
7.7367,16.782,5.9304e-08,11.071,9.1848
7.7071,16.779,-9.4199e-08,11.101,9.163
7.6775,16.776,-1.4567e-07,11.131,9.1412
7.648,16.774,-1.4344e-07,11.161,9.1194
7.6184,16.771,-5.8615e-08,11.191,9.0976
7.5889,16.768,3.7742e-07,11.222,9.0758
7.5594,16.765,1.1949e-07,11.252,9.054
7.5299,16.762,-2.5737e-07,11.282,9.0322
7.5004,16.759,1.1086e-06,11.312,9.0105
7.4709,16.757,7.8852e-08,11.342,8.9887
7.4414,16.754,-2.1091e-07,11.372,8.967
7.412,16.751,4.6964e-07,11.402,8.9452
7.3825,16.748,-5.0624e-08,11.432,8.9235
7.3531,16.745,-9.1043e-09,11.463,8.9018
7.3237,16.743,-6.3381e-08,11.493,8.8801
7.2865,16.788,0.047906,11.522,8.8584
7.2353,16.918,0.05143,11.551,8.8365
7.1835,17.051,0.051125,11.579,8.8143
7.1316,17.183,0.050762,11.608,8.7919
7.0794,17.316,0.050479,11.637,8.7693
7.027,17.448,0.050191,11.667,8.7464
6.9744,17.581,0.049849,11.696,8.7233
6.9282,17.672,0.0044043,11.727,8.6999
6.897,17.671,1.83e-05,11.758,8.6765
6.8661,17.668,8.4502e-08,11.79,8.6531
6.8352,17.665,1.2844e-07,11.822,8.6297
6.8044,17.662,6.6337e-07,11.853,8.6063
6.7735,17.659,-2.7958e-08,11.885,8.5829
6.7427,17.655,-4.1077e-07,11.917,8.5595
6.7119,17.652,3.9959e-09,11.948,8.5362
6.6812,17.649,1.7414e-07,11.98,8.5128
6.6504,17.646,-1.2803e-07,12.012,8.4895
6.6196,17.643,-1.3705e-07,12.043,8.4662
6.5889,17.64,1.3526e-07,12.075,8.4429
6.5582,17.637,-6.9986e-08,12.106,8.4196
6.5275,17.634,-5.9079e-08,12.138,8.3963
6.4968,17.631,-8.8096e-07,12.169,8.373
6.4662,17.627,7.3071e-08,12.201,8.3497
6.4355,17.624,1.797e-07,12.233,8.3265
6.397,17.67,0.047209,12.263,8.3032
6.3444,17.801,0.050468,12.293,8.2797
6.2914,17.934,0.050204,12.324,8.256
6.2381,18.067,0.04993,12.354,8.2321
6.1846,18.2,0.049659,12.384,8.2079
6.1309,18.333,0.049371,12.415,8.1835
6.077,18.466,0.049117,12.446,8.1588
6.0296,18.557,0.0041311,12.478,8.1339
5.9972,18.556,1.539e-05,12.511,8.1089
5.9652,18.552,1.0564e-07,12.544,8.084
5.9332,18.549,-6.3119e-08,12.578,8.0591
5.9012,18.545,-1.4286e-07,12.611,8.0341
5.8692,18.542,3.769e-07,12.644,8.0092
5.8373,18.538,-3.2048e-07,12.677,7.9843
